id,topic,topic_ur,word_ar,word_en,root,root_ar,ref_surah,ref_ayah,ref
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,اِسْتَعْلَى,Ess’ta’alaa,,,2,249,2:249
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,اِسْتَعْلَى,Ess’ta’alaa,,,20,64,20:64
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,اِسْتَعْلَى,Ess’ta’alaa,,,7,127,7:127
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,اِسْتَعْلَى,Ess’ta’alaa,,,93,9,93:9
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,30,41,30:41
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,9,48,9:48
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,9,33,9:33
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,38,23,38:23
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,2,249,2:249
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,20,64,20:64
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,7,127,7:127
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,قَهَرَ,Qahara,,,93,9,93:9
gh4,Dust,غبار,غَبَرَة,Ghabarah,,,80,40,80:40
gh4,Dust,غبار,غَبَرَة,Ghabarah,,,100,4,100:4
gh4,Dust,غبار,غَبَرَة,Ghabarah,,,25,23,25:23
gh4,Dust,غبار,نَقْع,Naq’e,,,80,40,80:40
gh4,Dust,غبار,نَقْع,Naq’e,,,100,4,100:4
gh4,Dust,غبار,نَقْع,Naq’e,,,25,23,25:23
gh4,Dust,غبار,هَبَاء,Habaa’a,,,80,40,80:40
gh4,Dust,غبار,هَبَاء,Habaa’a,,,100,4,100:4
gh4,Dust,غبار,هَبَاء,Habaa’a,,,25,23,25:23
gh5,"Anger, temper",غصہ,سَخَط,Sakhat,,,3,162,3:162
gh5,"Anger, temper",غصہ,سَخَط,Sakhat,,,3,134,3:134
gh5,"Anger, temper",غصہ,سَخَط,Sakhat,,,20,81,20:81
gh5,"Anger, temper",غصہ,سَخَط,Sakhat,,,68,25,68:25
gh5,"Anger, temper",غصہ,غَيظ,Ghayz,,,3,162,3:162
gh5,"Anger, temper",غصہ,غَيظ,Ghayz,,,3,134,3:134
gh5,"Anger, temper",غصہ,غَيظ,Ghayz,,,20,81,20:81
gh5,"Anger, temper",غصہ,غَيظ,Ghayz,,,68,25,68:25
gh5,"Anger, temper",غصہ,غَضَب,Ghadab,,,3,162,3:162
gh5,"Anger, temper",غصہ,غَضَب,Ghadab,,,3,134,3:134
gh5,"Anger, temper",غصہ,غَضَب,Ghadab,,,20,81,20:81
gh5,"Anger, temper",غصہ,غَضَب,Ghadab,,,68,25,68:25
gh5,"Anger, temper",غصہ,حَرد,Harrd,,,3,162,3:162
gh5,"Anger, temper",غصہ,حَرد,Harrd,,,3,134,3:134
gh5,"Anger, temper",غصہ,حَرد,Harrd,,,20,81,20:81
gh5,"Anger, temper",غصہ,حَرد,Harrd,,,68,25,68:25
gh6,To enrage,غصۃ دلانا,أَسْخَطَ,Asskhata,,,47,28,47:28
gh6,To enrage,غصۃ دلانا,أَسْخَطَ,Asskhata,,,9,120,9:120
gh6,To enrage,غصۃ دلانا,أَسْخَطَ,Asskhata,,,43,55,43:55
gh6,To enrage,غصۃ دلانا,غَاضَ,Ghaada,,,47,28,47:28
gh6,To enrage,غصۃ دلانا,غَاضَ,Ghaada,,,9,120,9:120
gh6,To enrage,غصۃ دلانا,غَاضَ,Ghaada,,,43,55,43:55
gh6,To enrage,غصۃ دلانا,آسَفَ,Aaasafa,,,47,28,47:28
gh6,To enrage,غصۃ دلانا,آسَفَ,Aaasafa,,,9,120,9:120
gh6,To enrage,غصۃ دلانا,آسَفَ,Aaasafa,,,43,55,43:55
gh7,"Grief, sadness",غم,غَمّ,Ghamm,,,3,154,3:154
gh7,"Grief, sadness",غم,غَمّ,Ghamm,,,12,84,12:84
gh7,"Grief, sadness",غم,غَمّ,Ghamm,,,12,86,12:86
gh7,"Grief, sadness",غم,حُزْن,Huzn,,,3,154,3:154
gh7,"Grief, sadness",غم,حُزْن,Huzn,,,12,84,12:84
gh7,"Grief, sadness",غم,حُزْن,Huzn,,,12,86,12:86
gh7,"Grief, sadness",غم,بَثْ,Bath,,,3,154,3:154
gh7,"Grief, sadness",غم,بَثْ,Bath,,,12,84,12:84
gh7,"Grief, sadness",غم,بَثْ,Bath,,,12,86,12:86
gh8,To be sad,غمگین ہونا,حَزَنَ,Hazana,,,9,40,9:40
gh8,To be sad,غمگین ہونا,حَزَنَ,Hazana,,,57,23,57:23
gh8,To be sad,غمگین ہونا,حَزَنَ,Hazana,,,30,49,30:49
gh8,To be sad,غمگین ہونا,حَزَنَ,Hazana,,,11,36,11:36
gh8,To be sad,غمگین ہونا,أَسَى,Asaa,,,9,40,9:40
gh8,To be sad,غمگین ہونا,أَسَى,Asaa,,,57,23,57:23
gh8,To be sad,غمگین ہونا,أَسَى,Asaa,,,30,49,30:49
gh8,To be sad,غمگین ہونا,أَسَى,Asaa,,,11,36,11:36
gh8,To be sad,غمگین ہونا,أَبْلَسَ,Ablasa,,,9,40,9:40
gh8,To be sad,غمگین ہونا,أَبْلَسَ,Ablasa,,,57,23,57:23
gh8,To be sad,غمگین ہونا,أَبْلَسَ,Ablasa,,,30,49,30:49
gh8,To be sad,غمگین ہونا,أَبْلَسَ,Ablasa,,,11,36,11:36
gh8,To be sad,غمگین ہونا,اِسْتَيْئَسَ,Ess’tayasa,,,9,40,9:40
gh8,To be sad,غمگین ہونا,اِسْتَيْئَسَ,Ess’tayasa,,,57,23,57:23
gh8,To be sad,غمگین ہونا,اِسْتَيْئَسَ,Ess’tayasa,,,30,49,30:49
gh8,To be sad,غمگین ہونا,اِسْتَيْئَسَ,Ess’tayasa,,,11,36,11:36
gh9,To reflect,غور کرنا,تَفَكَّر,Tafakkar,,,2,219,2:219
gh9,To reflect,غور کرنا,تَفَكَّر,Tafakkar,,,23,68,23:68
gh9,To reflect,غور کرنا,تَفَكَّر,Tafakkar,,,9,122,9:122
gh9,To reflect,غور کرنا,تَفَكَّر,Tafakkar,,,54,17,54:17
gh9,To reflect,غور کرنا,تَفَكَّر,Tafakkar,,,4,83,4:83
gh9,To reflect,غور کرنا,تَدَبَّر,Tadabbar,,,2,219,2:219
gh9,To reflect,غور کرنا,تَدَبَّر,Tadabbar,,,23,68,23:68
gh9,To reflect,غور کرنا,تَدَبَّر,Tadabbar,,,9,122,9:122
gh9,To reflect,غور کرنا,تَدَبَّر,Tadabbar,,,54,17,54:17
gh9,To reflect,غور کرنا,تَدَبَّر,Tadabbar,,,4,83,4:83
gh9,To reflect,غور کرنا,تَفَقَّه,Tafaqqah,,,2,219,2:219
gh9,To reflect,غور کرنا,تَفَقَّه,Tafaqqah,,,23,68,23:68
gh9,To reflect,غور کرنا,تَفَقَّه,Tafaqqah,,,9,122,9:122
gh9,To reflect,غور کرنا,تَفَقَّه,Tafaqqah,,,54,17,54:17
gh9,To reflect,غور کرنا,تَفَقَّه,Tafaqqah,,,4,83,4:83
gh9,To reflect,غور کرنا,اِدَّكَرَ,Eddakara,,,2,219,2:219
gh9,To reflect,غور کرنا,اِدَّكَرَ,Eddakara,,,23,68,23:68
gh9,To reflect,غور کرنا,اِدَّكَرَ,Eddakara,,,9,122,9:122
gh9,To reflect,غور کرنا,اِدَّكَرَ,Eddakara,,,54,17,54:17
gh9,To reflect,غور کرنا,اِدَّكَرَ,Eddakara,,,4,83,4:83
gh9,To reflect,غور کرنا,اِسْتَنْبَطَ,Esstanbata,,,2,219,2:219
gh9,To reflect,غور کرنا,اِسْتَنْبَطَ,Esstanbata,,,23,68,23:68
gh9,To reflect,غور کرنا,اِسْتَنْبَطَ,Esstanbata,,,9,122,9:122
gh9,To reflect,غور کرنا,اِسْتَنْبَطَ,Esstanbata,,,54,17,54:17
gh9,To reflect,غور کرنا,اِسْتَنْبَطَ,Esstanbata,,,4,83,4:83
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,13,16,13:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,79,31,79:31
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,2,236,2:236
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,11,65,11:65
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,2,16,2:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,نَفَعَ,Nafa’aa,,,20,18,20:18
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,13,16,13:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,79,31,79:31
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,2,236,2:236
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,11,65,11:65
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,2,16,2:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَتَعَ,Mata’aa,,,20,18,20:18
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,13,16,13:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,79,31,79:31
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,2,236,2:236
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,11,65,11:65
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,2,16,2:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,رَبَحَ,Rabaha,,,20,18,20:18
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,13,16,13:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,79,31,79:31
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,2,236,2:236
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,11,65,11:65
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,2,16,2:16
f1,"Benefit, to give benefit",فائدہ – فائدہ دینا,مَآرِب,Ma’aarib,,,20,18,20:18
f2,To conquer,فتح ہونا -دینا,فَتَحَ,Fataha,,,110,1,110:1
f2,To conquer,فتح ہونا -دینا,فَتَحَ,Fataha,,,48,24,48:24
f2,To conquer,فتح ہونا -دینا,أَظْفَرَ,Azz’fara,,,110,1,110:1
f2,To conquer,فتح ہونا -دینا,أَظْفَرَ,Azz’fara,,,48,24,48:24
f3,Sufficient,فراخی آسودگی,مَيْسَرَة,Maysarah,,,2,280,2:280
f3,Sufficient,فراخی آسودگی,مَيْسَرَة,Maysarah,,,4,25,4:25
f3,Sufficient,فراخی آسودگی,مَيْسَرَة,Maysarah,,,2,247,2:247
f3,Sufficient,فراخی آسودگی,مَيْسَرَة,Maysarah,,,29,62,29:62
f3,Sufficient,فراخی آسودگی,مَيْسَرَة,Maysarah,,,24,22,24:22
f3,Sufficient,فراخی آسودگی,طَوْل,Tawl,,,2,280,2:280
f3,Sufficient,فراخی آسودگی,طَوْل,Tawl,,,4,25,4:25
f3,Sufficient,فراخی آسودگی,طَوْل,Tawl,,,2,247,2:247
f3,Sufficient,فراخی آسودگی,طَوْل,Tawl,,,29,62,29:62
f3,Sufficient,فراخی آسودگی,طَوْل,Tawl,,,24,22,24:22
f3,Sufficient,فراخی آسودگی,بَسْطَة,Bastah,,,2,280,2:280
f3,Sufficient,فراخی آسودگی,بَسْطَة,Bastah,,,4,25,4:25
f3,Sufficient,فراخی آسودگی,بَسْطَة,Bastah,,,2,247,2:247
f3,Sufficient,فراخی آسودگی,بَسْطَة,Bastah,,,29,62,29:62
f3,Sufficient,فراخی آسودگی,بَسْطَة,Bastah,,,24,22,24:22
f3,Sufficient,فراخی آسودگی,سَعَة,Sa’ah,,,2,280,2:280
f3,Sufficient,فراخی آسودگی,سَعَة,Sa’ah,,,4,25,4:25
f3,Sufficient,فراخی آسودگی,سَعَة,Sa’ah,,,2,247,2:247
f3,Sufficient,فراخی آسودگی,سَعَة,Sa’ah,,,29,62,29:62
f3,Sufficient,فراخی آسودگی,سَعَة,Sa’ah,,,24,22,24:22
f4,"To be broaden, to make space",فراخ ہونا – کرنا,رَحُبَ,Rahuba,,,9,25,9:25
f4,"To be broaden, to make space",فراخ ہونا – کرنا,رَحُبَ,Rahuba,,,38,59,38:59
f4,"To be broaden, to make space",فراخ ہونا – کرنا,رَحُبَ,Rahuba,,,2,255,2:255
f4,"To be broaden, to make space",فراخ ہونا – کرنا,رَحُبَ,Rahuba,,,2,286,2:286
f4,"To be broaden, to make space",فراخ ہونا – کرنا,رَحُبَ,Rahuba,,,51,47,51:47
f4,"To be broaden, to make space",فراخ ہونا – کرنا,وَسِعَ,Wasiaa,,,9,25,9:25
f4,"To be broaden, to make space",فراخ ہونا – کرنا,وَسِعَ,Wasiaa,,,38,59,38:59
f4,"To be broaden, to make space",فراخ ہونا – کرنا,وَسِعَ,Wasiaa,,,2,255,2:255
f4,"To be broaden, to make space",فراخ ہونا – کرنا,وَسِعَ,Wasiaa,,,2,286,2:286
f4,"To be broaden, to make space",فراخ ہونا – کرنا,وَسِعَ,Wasiaa,,,51,47,51:47
f4,"To be broaden, to make space",فراخ ہونا – کرنا,تَفَسَّحَ,Tafass’saha,,,9,25,9:25
f4,"To be broaden, to make space",فراخ ہونا – کرنا,تَفَسَّحَ,Tafass’saha,,,38,59,38:59
f4,"To be broaden, to make space",فراخ ہونا – کرنا,تَفَسَّحَ,Tafass’saha,,,2,255,2:255
f4,"To be broaden, to make space",فراخ ہونا – کرنا,تَفَسَّحَ,Tafass’saha,,,2,286,2:286
f4,"To be broaden, to make space",فراخ ہونا – کرنا,تَفَسَّحَ,Tafass’saha,,,51,47,51:47
f5,Angel,فرشتہ,مَلَك,Malak,,,3,45,3:45
f5,Angel,فرشتہ,مَلَك,Malak,,,19,17,19:17
f5,Angel,فرشتہ,رُوح,Rooh,,,3,45,3:45
f5,Angel,فرشتہ,رُوح,Rooh,,,19,17,19:17
f6,Difference,فرق,بُعْد,Bu’od,,,43,38,43:38
f6,Difference,فرق,بُعْد,Bu’od,,,67,3,67:3
f6,Difference,فرق,تَفَاوُت,Tafaawot,,,43,38,43:38
f6,Difference,فرق,تَفَاوُت,Tafaawot,,,67,3,67:3
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,فِرْقَة,Firqah,,,2,60,2:60
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,فَرِيق,Fareeq,,,2,60,2:60
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,طَائِفَة,Taaefah,,,2,60,2:60
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,زُمَر,Zumar,,,2,60,2:60
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,شِيعَة,Sheeah,,,2,60,2:60
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,9,122,9:122
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,42,7,42:7
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,19,73,19:73
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,49,9,49:9
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,39,73,39:73
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,28,15,28:15
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,34,54,34:54
f7,Group of people,فرقہ - گروہ,أُنَاس,Onaass,,,2,60,2:60
f8,Cry out for assistance,فریاد رسی,اِسْتَجَاب,Esstajaab,,,5,109,5:109
f8,Cry out for assistance,فریاد رسی,اِسْتَجَاب,Esstajaab,,,27,62,27:62
f8,Cry out for assistance,فریاد رسی,اِسْتَجَاب,Esstajaab,,,21,76,21:76
f8,Cry out for assistance,فریاد رسی,اِسْتَجَاب,Esstajaab,,,14,22,14:22
f8,Cry out for assistance,فریاد رسی,أَصْرَخ,Assrakh,,,5,109,5:109
f8,Cry out for assistance,فریاد رسی,أَصْرَخ,Assrakh,,,27,62,27:62
f8,Cry out for assistance,فریاد رسی,أَصْرَخ,Assrakh,,,21,76,21:76
f8,Cry out for assistance,فریاد رسی,أَصْرَخ,Assrakh,,,14,22,14:22
f9,To implore,فریاد کرنا,اِسْتَسْرَخ,Esstassrakh,,,8,9,8:9
f9,To implore,فریاد کرنا,اِسْتَسْرَخ,Esstassrakh,,,28,18,28:18
f9,To implore,فریاد کرنا,اِسْتَغَاث,Esstaghaath,,,8,9,8:9
f9,To implore,فریاد کرنا,اِسْتَغَاث,Esstaghaath,,,28,18,28:18
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,أَفْسَدَ,Afsada,,,7,56,7:56
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,أَفْسَدَ,Afsada,,,2,60,2:60
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,أَفْسَدَ,Afsada,,,12,100,12:100
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,عَثَا,Athaa,,,7,56,7:56
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,عَثَا,Athaa,,,2,60,2:60
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,عَثَا,Athaa,,,12,100,12:100
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,نَزَغَ,Nazagha,,,7,56,7:56
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,نَزَغَ,Nazagha,,,2,60,2:60
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,نَزَغَ,Nazagha,,,12,100,12:100
f11,Useless talk,فضول باتیں کرنا,أَلْغَى,Alghaa,,,41,26,41:26
f11,Useless talk,فضول باتیں کرنا,أَلْغَى,Alghaa,,,6,68,6:68
f11,Useless talk,فضول باتیں کرنا,أَلْغَى,Alghaa,,,83,31,83:31
f11,Useless talk,فضول باتیں کرنا,أَلْغَى,Alghaa,,,23,67,23:67
f11,Useless talk,فضول باتیں کرنا,خَاضَ,Khaada,,,41,26,41:26
f11,Useless talk,فضول باتیں کرنا,خَاضَ,Khaada,,,6,68,6:68
f11,Useless talk,فضول باتیں کرنا,خَاضَ,Khaada,,,83,31,83:31
f11,Useless talk,فضول باتیں کرنا,خَاضَ,Khaada,,,23,67,23:67
f11,Useless talk,فضول باتیں کرنا,فَكِهَ,Fakiha,,,41,26,41:26
f11,Useless talk,فضول باتیں کرنا,فَكِهَ,Fakiha,,,6,68,6:68
f11,Useless talk,فضول باتیں کرنا,فَكِهَ,Fakiha,,,83,31,83:31
f11,Useless talk,فضول باتیں کرنا,فَكِهَ,Fakiha,,,23,67,23:67
f11,Useless talk,فضول باتیں کرنا,سَمَرَ,Samara,,,41,26,41:26
f11,Useless talk,فضول باتیں کرنا,سَمَرَ,Samara,,,6,68,6:68
f11,Useless talk,فضول باتیں کرنا,سَمَرَ,Samara,,,83,31,83:31
f11,Useless talk,فضول باتیں کرنا,سَمَرَ,Samara,,,23,67,23:67
f11,Useless talk,فضول باتیں کرنا,هَجَرَ,Hajara,,,41,26,41:26
f11,Useless talk,فضول باتیں کرنا,هَجَرَ,Hajara,,,6,68,6:68
f11,Useless talk,فضول باتیں کرنا,هَجَرَ,Hajara,,,83,31,83:31
f11,Useless talk,فضول باتیں کرنا,هَجَرَ,Hajara,,,23,67,23:67
f12,To spend  excessively,فضول خرچی کرنا,أَسْرَفَ,Assrafa,,,7,31,7:31
f12,To spend  excessively,فضول خرچی کرنا,أَسْرَفَ,Assrafa,,,17,26,17:26
f12,To spend  excessively,فضول خرچی کرنا,بَذَّرَ,Bath’thara,,,7,31,7:31
f12,To spend  excessively,فضول خرچی کرنا,بَذَّرَ,Bath’thara,,,17,26,17:26
f13,To give honour,فضیلت دینا,فَضَّلَ,Faddala,,,2,122,2:122
f13,To give honour,فضیلت دینا,فَضَّلَ,Faddala,,,17,70,17:70
f13,To give honour,فضیلت دینا,كَرَّمَ,Karrama,,,2,122,2:122
f13,To give honour,فضیلت دینا,كَرَّمَ,Karrama,,,17,70,17:70
f14,To decree/make a decision,فیصلہ کرنا,فَتَحَ,Fataha,,,7,89,7:89
f14,To decree/make a decision,فیصلہ کرنا,فَتَحَ,Fataha,,,77,38,77:38
f14,To decree/make a decision,فیصلہ کرنا,فَتَحَ,Fataha,,,21,78,21:78
f14,To decree/make a decision,فیصلہ کرنا,فَتَحَ,Fataha,,,4,65,4:65
f14,To decree/make a decision,فیصلہ کرنا,فَتَحَ,Fataha,,,19,71,19:71
f14,To decree/make a decision,فیصلہ کرنا,فَصَلَ,Fasala,,,7,89,7:89
f14,To decree/make a decision,فیصلہ کرنا,فَصَلَ,Fasala,,,77,38,77:38
f14,To decree/make a decision,فیصلہ کرنا,فَصَلَ,Fasala,,,21,78,21:78
f14,To decree/make a decision,فیصلہ کرنا,فَصَلَ,Fasala,,,4,65,4:65
f14,To decree/make a decision,فیصلہ کرنا,فَصَلَ,Fasala,,,19,71,19:71
f14,To decree/make a decision,فیصلہ کرنا,حَكَمَ,Hakama,,,7,89,7:89
f14,To decree/make a decision,فیصلہ کرنا,حَكَمَ,Hakama,,,77,38,77:38
f14,To decree/make a decision,فیصلہ کرنا,حَكَمَ,Hakama,,,21,78,21:78
f14,To decree/make a decision,فیصلہ کرنا,حَكَمَ,Hakama,,,4,65,4:65
f14,To decree/make a decision,فیصلہ کرنا,حَكَمَ,Hakama,,,19,71,19:71
f14,To decree/make a decision,فیصلہ کرنا,قَضَى,Qadaa,,,7,89,7:89
f14,To decree/make a decision,فیصلہ کرنا,قَضَى,Qadaa,,,77,38,77:38
f14,To decree/make a decision,فیصلہ کرنا,قَضَى,Qadaa,,,21,78,21:78
f14,To decree/make a decision,فیصلہ کرنا,قَضَى,Qadaa,,,4,65,4:65
f14,To decree/make a decision,فیصلہ کرنا,قَضَى,Qadaa,,,19,71,19:71
f14,To decree/make a decision,فیصلہ کرنا,حَتَمَ,Hatama,,,7,89,7:89
f14,To decree/make a decision,فیصلہ کرنا,حَتَمَ,Hatama,,,77,38,77:38
f14,To decree/make a decision,فیصلہ کرنا,حَتَمَ,Hatama,,,21,78,21:78
f14,To decree/make a decision,فیصلہ کرنا,حَتَمَ,Hatama,,,4,65,4:65
f14,To decree/make a decision,فیصلہ کرنا,حَتَمَ,Hatama,,,19,71,19:71
q1,To gain control,قابو پانا,قَدَرَ,Qadara,,,21,87,21:87
q1,To gain control,قابو پانا,قَدَرَ,Qadara,,,43,13,43:13
q1,To gain control,قابو پانا,قَدَرَ,Qadara,,,58,19,58:19
q1,To gain control,قابو پانا,قَدَرَ,Qadara,,,17,62,17:62
q1,To gain control,قابو پانا,أَقْرَنَ,Aqrana,,,21,87,21:87
q1,To gain control,قابو پانا,أَقْرَنَ,Aqrana,,,43,13,43:13
q1,To gain control,قابو پانا,أَقْرَنَ,Aqrana,,,58,19,58:19
q1,To gain control,قابو پانا,أَقْرَنَ,Aqrana,,,17,62,17:62
q1,To gain control,قابو پانا,اِسْتَحْوَذَ,Esstah’watha,,,21,87,21:87
q1,To gain control,قابو پانا,اِسْتَحْوَذَ,Esstah’watha,,,43,13,43:13
q1,To gain control,قابو پانا,اِسْتَحْوَذَ,Esstah’watha,,,58,19,58:19
q1,To gain control,قابو پانا,اِسْتَحْوَذَ,Esstah’watha,,,17,62,17:62
q1,To gain control,قابو پانا,اِحْتَنَكَ,Ehtanaka,,,21,87,21:87
q1,To gain control,قابو پانا,اِحْتَنَكَ,Ehtanaka,,,43,13,43:13
q1,To gain control,قابو پانا,اِحْتَنَكَ,Ehtanaka,,,58,19,58:19
q1,To gain control,قابو پانا,اِحْتَنَكَ,Ehtanaka,,,17,62,17:62
q2,caravan,قافلہ,سَيَّارَة,Sayyaarah,,,12,19,12:19
q2,caravan,قافلہ,سَيَّارَة,Sayyaarah,,,12,70,12:70
q2,caravan,قافلہ,سَيَّارَة,Sayyaarah,,,8,42,8:42
q2,caravan,قافلہ,عِيْر,Eer,,,12,19,12:19
