topic_id,topic_en,topic_ur,words_ar_json,synonyms_json,roots_json,roots_ar_json,verses_json,search_keys_norm,created_at,updated_at
k44,What,کیا,"[""كيف"",""أنى""]","[{""word_ar"":""كَيْف"",""word_en"":""Kayf"",""root"":null,""root_ar"":null},{""word_ar"":""أَنَّى"",""word_en"":""Annaa"",""root"":null,""root_ar"":null}]",[],[],"[""18:17"",""2:247""]",كيف أنى,2026-02-12 06:00:33,
k5,To be of use,کام آنا,"[""جزى"",""أغنى""]","[{""word_ar"":""جَزَى"",""word_en"":""Jazaa"",""root"":null,""root_ar"":null},{""word_ar"":""أَغْنَى"",""word_en"":""Agh’naa"",""root"":null,""root_ar"":null}]",[],[],"[""2:48"",""23:111"",""69:28""]",جزى أغنى,2026-02-12 06:00:33,
k6,"Work, To work",کام – کام کرنا,"[""فعل"",""عمل"",""صنع"",""صدع"",""جرح"",""اجترح"",""تعمد"",""أمر"",""شأن""]","[{""word_ar"":""فِعْل-فَعَلَ"",""word_en"":""Fiel-Fa’a’la"",""root"":null,""root_ar"":null},{""word_ar"":""عَمَلْ-عَمِلَ"",""word_en"":""Amal-Amela"",""root"":null,""root_ar"":null},{""word_ar"":""صَنَعَ"",""word_en"":""Sana’aa"",""root"":null,""root_ar"":null},{""word_ar"":""صَدَعَ"",""word_en"":""Sada’aa"",""root"":null,""root_ar"":null},{""word_ar"":""جَرَحَ-اِجْتَرَحَ"",""word_en"":""Jaraha-Ej’taraha"",""root"":null,""root_ar"":null},{""word_ar"":""تَعَمَّدَ"",""word_en"":""Ta’ammada"",""root"":null,""root_ar"":null},{""word_ar"":""أَمْر"",""word_en"":""Amr"",""root"":null,""root_ar"":null},{""word_ar"":""شَأْن"",""word_en"":""Sha’an"",""root"":null,""root_ar"":null}]",[],[],"[""26:19"",""2:68"",""18:79"",""11:37"",""15:94"",""6:60"",""45:21"",""4:93"",""27:32"",""55:29"",""24:62""]",فعل عمل صنع صدع جرح اجترح تعمد أمر شأن,2026-02-12 06:00:33,
kh17,"To be happy, to make happy, to look happy",خوش ہونا – کرنا -لگنا,[],[],[],[],"[""48:18"",""2:69"",""27:60"",""50:7"",""30:15"",""9:111"",""51:28"",""4:3"",""3:170"",""57:23"",""28:76"",""83:31"",""7:150""]",,2026-02-12 06:00:33,
kh6,"To ruin, corrupt",خراب کرنا- ہونا,[],[],[],[],"[""2:114"",""59:2"",""7:56"",""18:79"",""47:15"",""15:26"",""2:259""]",,2026-02-12 06:00:33,
kh8,To undertake transactions,خرید وفروخت کرنا,[],[],[],[],"[""2:282"",""9:111"",""2:16""]",,2026-02-12 06:00:33,
l12,Continuous,لگاتار پے در پے,"[""تتر"",""علىفترة"",""حسوم"",""ردف"",""دأب"",""متتابع"",""وصل""]","[{""word_ar"":""تَتْر"",""word_en"":""Tatrr"",""root"":null,""root_ar"":null},{""word_ar"":""عَلَى فَتْرَةٍ"",""word_en"":""Alaa Fat’rah"",""root"":null,""root_ar"":null},{""word_ar"":""حُسُوم"",""word_en"":""Hussom"",""root"":null,""root_ar"":null},{""word_ar"":""رَدِف"",""word_en"":""Radif"",""root"":null,""root_ar"":null},{""word_ar"":""دَأْب"",""word_en"":""Da’ab"",""root"":null,""root_ar"":null},{""word_ar"":""مُتَتَابِع"",""word_en"":""Mutataabea"",""root"":null,""root_ar"":null},{""word_ar"":""وَصَّلَ"",""word_en"":""Wassala"",""root"":null,""root_ar"":null}]",[],[],"[""2:259"",""12:105""]",تتر علىفترة حسوم ردف دأب متتابع وصل,2026-02-12 06:00:33,
l13,To return,لوٹانا لوٹنا  رجوع کرنا,"[""رجع"",""آب"",""تاب"",""أناب"",""باء"",""فاء"",""صدر"",""أصدر"",""صار"",""رد"",""ارتد""]","[{""word_ar"":""رَجَعَ"",""word_en"":""Raja’aa"",""root"":null,""root_ar"":null},{""word_ar"":""آبَ"",""word_en"":""Aaaba"",""root"":null,""root_ar"":null},{""word_ar"":""تَابَ"",""word_en"":""Taaba"",""root"":null,""root_ar"":null},{""word_ar"":""أَنَابَ"",""word_en"":""Anaaba"",""root"":null,""root_ar"":null},{""word_ar"":""بَاءَ"",""word_en"":""Baa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""فَاءَ"",""word_en"":""Faa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""صَدَرَ-أَصْدَرَ"",""word_en"":""Sadara-Assdara"",""root"":null,""root_ar"":null},{""word_ar"":""صَارَ"",""word_en"":""Saara"",""root"":null,""root_ar"":null},{""word_ar"":""رَدَّ-اِرْتَدَّ"",""word_en"":""Radda-Errtadda"",""root"":null,""root_ar"":null}]",[],[],"[""2:210"",""2:156"",""88:25"",""17:25"",""2:160"",""60:4"",""2:61"",""49:9"",""28:23"",""12:19"",""42:53"",""12:65"",""47:25"",""12:96"",""9:95"",""2:199"",""7:156""]",رجع آب تاب أناب باء فاء صدر أصدر صار رد ارتد,2026-02-12 06:00:33,
l15,"Maid, servant",لونڈی  غلام,"[""عبد"",""أمة"",""رقبة"",""ملك"",""يمين""]","[{""word_ar"":""عَبْد"",""word_en"":""Abd"",""root"":null,""root_ar"":null},{""word_ar"":""أَمَة"",""word_en"":""Amah"",""root"":null,""root_ar"":null},{""word_ar"":""رَقَبَة"",""word_en"":""Raqabah"",""root"":null,""root_ar"":null},{""word_ar"":""مُلْك"",""word_en"":""Mulk"",""root"":null,""root_ar"":null},{""word_ar"":""يَمِين"",""word_en"":""Yameen"",""root"":null,""root_ar"":null}]",[],[],"[""26:22"",""2:178"",""24:32"",""2:221"",""2:177"",""4:24""]",عبد أمة رقبة ملك يمين,2026-02-12 06:00:33,
l17,To be involved in transactions,لین دین کرنا,"[""تداين"",""أدار""]","[{""word_ar"":""تَدَايَنَ"",""word_en"":""Tadaayana"",""root"":null,""root_ar"":null},{""word_ar"":""أَدَارَ"",""word_en"":""Adaara"",""root"":null,""root_ar"":null}]",[],[],"[""2:282""]",تداين أدار,2026-02-12 06:00:33,
l2,To bring,لانا,"[""جاءب"",""أتىب"",""هلم"",""هاتوا"",""أجاء"",""أجلب""]","[{""word_ar"":""جَاءَ بِ"",""word_en"":""Jaa’a Be"",""root"":null,""root_ar"":null},{""word_ar"":""أَتَى بِ"",""word_en"":""Ataa Be"",""root"":null,""root_ar"":null},{""word_ar"":""هَلُمَّ"",""word_en"":""Halumma"",""root"":null,""root_ar"":null},{""word_ar"":""هَاتُوا"",""word_en"":""Haatoo"",""root"":null,""root_ar"":null},{""word_ar"":""أَجَاءَ"",""word_en"":""Ajaa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""أَجْلَبَ"",""word_en"":""Aj’laba"",""root"":null,""root_ar"":null}]",[],[],"[""3:184"",""2:23"",""6:150"",""2:111"",""19:23"",""17:64""]",جاءب أتىب هلم هاتوا أجاء أجلب,2026-02-12 06:00:33,
l5,"To hang, dangle",لٹکنا لٹکانا,"[""أدلى"",""تدلى"",""علق"",""تردد"",""ذبذب""]","[{""word_ar"":""أَدْلَى-تَدَلَّى"",""word_en"":""Ad’laa-Tadallaa"",""root"":null,""root_ar"":null},{""word_ar"":""عَلَّقَ"",""word_en"":""Allaqa"",""root"":null,""root_ar"":null},{""word_ar"":""تَرَدَّدَ"",""word_en"":""Taraddada"",""root"":null,""root_ar"":null},{""word_ar"":""ذَبْذَبَ"",""word_en"":""Thabthaba"",""root"":null,""root_ar"":null}]",[],[],"[""2:48"",""23:111"",""69:28"",""69:29""]",أدلى تدلى علق تردد ذبذب,2026-02-12 06:00:33,
l6,To regard,لحاظ رکھنا,"[""رعى"",""رقب""]","[{""word_ar"":""رَعَى"",""word_en"":""Ra’aa"",""root"":null,""root_ar"":null},{""word_ar"":""رَقَبَ"",""word_en"":""Raqaba"",""root"":null,""root_ar"":null}]",[],[],"[""26:19"",""2:68"",""18:79"",""11:37"",""15:94"",""6:60"",""45:21"",""4:93"",""27:32"",""55:29"",""24:62""]",رعى رقب,2026-02-12 06:00:33,
l7,Army,لشکر,"[""جند"",""فوج"",""حزب"",""نفير"",""فئة"",""ثبات""]","[{""word_ar"":""جُنْد"",""word_en"":""Jund"",""root"":null,""root_ar"":null},{""word_ar"":""فَوْج"",""word_en"":""Fawj"",""root"":null,""root_ar"":null},{""word_ar"":""حِزْب"",""word_en"":""Hizb"",""root"":null,""root_ar"":null},{""word_ar"":""نَفِير"",""word_en"":""Nafeer"",""root"":null,""root_ar"":null},{""word_ar"":""فِئَة"",""word_en"":""Fiah"",""root"":null,""root_ar"":null},{""word_ar"":""ثُبَات"",""word_en"":""Thubaat"",""root"":null,""root_ar"":null}]",[],[],"[""27:83"",""2:249"",""33:20"",""4:71""]",جند فوج حزب نفير فئة ثبات,2026-02-12 06:00:33,
m1,"To hit, beat, whip, stone",مارنا,"[""ضرب"",""وكز"",""صك"",""دع"",""دمغ"",""رجم"",""وقذ"",""نطح"",""أجلد""]","[{""word_ar"":""ضَرَبَ"",""word_en"":""Daraba"",""root"":null,""root_ar"":null},{""word_ar"":""وَكَزَ"",""word_en"":""Wakaza"",""root"":null,""root_ar"":null},{""word_ar"":""صَكَّ"",""word_en"":""Sakka"",""root"":null,""root_ar"":null},{""word_ar"":""دَعَّ"",""word_en"":""Da’aa"",""root"":null,""root_ar"":null},{""word_ar"":""دَمَغَ"",""word_en"":""Damagha"",""root"":null,""root_ar"":null},{""word_ar"":""رَجَمَ"",""word_en"":""Rajama"",""root"":null,""root_ar"":null},{""word_ar"":""وَقَذَ"",""word_en"":""Waqatha"",""root"":null,""root_ar"":null},{""word_ar"":""نَطَحَ"",""word_en"":""Nataha"",""root"":null,""root_ar"":null},{""word_ar"":""أَجْلَدَ"",""word_en"":""Aj’lada"",""root"":null,""root_ar"":null}]",[],[],"[""2:60"",""28:15"",""51:29"",""107:2"",""21:18"",""18:23"",""11:91"",""5:3"",""24:2""]",ضرب وكز صك دع دمغ رجم وقذ نطح أجلد,2026-02-12 06:00:33,
m14,"To work hard, to endure hardship",محنت کرنا – مشقت اٹھانا,"[""عمل"",""جهد"",""نصب"",""كلف"",""كدح"",""كره"",""شق"",""شقة""]","[{""word_ar"":""عَمِلَ"",""word_en"":""Amela"",""root"":null,""root_ar"":null},{""word_ar"":""جَهُدَ"",""word_en"":""Jahuda"",""root"":null,""root_ar"":null},{""word_ar"":""نَصَبَ"",""word_en"":""Nasaba"",""root"":null,""root_ar"":null},{""word_ar"":""كَلَّفَ"",""word_en"":""Kallafa"",""root"":null,""root_ar"":null},{""word_ar"":""كَدَحَ"",""word_en"":""Kadaha"",""root"":null,""root_ar"":null},{""word_ar"":""كُرْهٌ"",""word_en"":""Kurrhun"",""root"":null,""root_ar"":null},{""word_ar"":""شِقّ"",""word_en"":""Shiqq"",""root"":null,""root_ar"":null},{""word_ar"":""شِقَّةٌ"",""word_en"":""Shiqq’qah"",""root"":null,""root_ar"":null}]",[],[],"[""18:79"",""29:6"",""9:79"",""18:62"",""94:7"",""2:286"",""84:6"",""46:15"",""24:33"",""16:7"",""9:42""]",عمل جهد نصب كلف كدح كره شق شقة,2026-02-12 06:00:33,
m19,helper,مدد گار,"[""ناصر"",""نصير"",""أنصار"",""حواري"",""ولي"",""مولى"",""شهيد"",""ظهير"",""وزير"",""عضد""]","[{""word_ar"":""نَاصِر"",""word_en"":""Naasir"",""root"":null,""root_ar"":null},{""word_ar"":""نَصِير-أَنْصَار"",""word_en"":""Naseer-Ann’saar"",""root"":null,""root_ar"":null},{""word_ar"":""حَوَارِي"",""word_en"":""Hawareey"",""root"":null,""root_ar"":null},{""word_ar"":""وَلِي-مَوْلَى"",""word_en"":""Walee-Mawlaa"",""root"":null,""root_ar"":null},{""word_ar"":""شَهِيد"",""word_en"":""Shaheed"",""root"":null,""root_ar"":null},{""word_ar"":""ظَهِير"",""word_en"":""Zaheer"",""root"":null,""root_ar"":null},{""word_ar"":""وَزِير"",""word_en"":""Wazeer"",""root"":null,""root_ar"":null},{""word_ar"":""عَضُد"",""word_en"":""Adud"",""root"":null,""root_ar"":null}]",[],[],"[""47:13"",""4:45"",""61:14"",""4:33"",""2:107"",""8:40"",""2:23"",""28:86"",""20:29"",""18:51""]",ناصر نصير أنصار حواري ولي مولى شهيد ظهير وزير عضد,2026-02-12 06:00:33,
m2,"To kill, to die",مار ڈالنا - مرنا,"[""مات"",""أمات"",""قتل"",""هلك"",""أهلك"",""صلب"",""ذبح"",""رجم"",""انخنق"",""توفى"",""شهادة""]","[{""word_ar"":""مَاتَ-أَمَاتَ"",""word_en"":""Maata-Amaata"",""root"":null,""root_ar"":null},{""word_ar"":""قَتَلَ-قَتَّلَ"",""word_en"":""Qatala-Qattala"",""root"":null,""root_ar"":null},{""word_ar"":""هَلَكَ-أَهْلَكَ"",""word_en"":""Halaka-Ah’laka"",""root"":null,""root_ar"":null},{""word_ar"":""صَلَبَ-صَلَّبَ"",""word_en"":""Salaba-Sallaba"",""root"":null,""root_ar"":null},{""word_ar"":""ذَبَّحَ"",""word_en"":""Thabbaha"",""root"":null,""root_ar"":null},{""word_ar"":""رَجَمَ"",""word_en"":""Rajama"",""root"":null,""root_ar"":null},{""word_ar"":""اِنْخَنَقَ"",""word_en"":""Enkhanaqa"",""root"":null,""root_ar"":null},{""word_ar"":""تَوَفَّى"",""word_en"":""Tawaffaa"",""root"":null,""root_ar"":null},{""word_ar"":""شَهَادَة"",""word_en"":""Shahaadah"",""root"":null,""root_ar"":null}]",[],[],"[""2:161"",""2:28"",""18:74"",""7:127"",""4:176"",""28:88"",""67:28"",""4:157"",""20:71"",""28:4"",""19:46"",""5:3"",""12:101"",""4:69""]",مات أمات قتل هلك أهلك صلب ذبح رجم انخنق توفى شهادة,2026-02-12 06:00:33,
m20,To ridicule,مزاق اڑانا,"[""استهزأ"",""سخر"",""فند""]","[{""word_ar"":""اِسْتَهْزَأَ"",""word_en"":""Es’tah’za’aa"",""root"":null,""root_ar"":null},{""word_ar"":""سَخَرَ-فَنَّدَ"",""word_en"":""Sakhara-Fannada"",""root"":null,""root_ar"":null}]",[],[],"[""2:14"",""49:11"",""12:94""]",استهزأ سخر فند,2026-02-12 06:00:33,
m21,man,مرد,"[""رجل"",""إمرء"",""مرء"",""ذكر""]","[{""word_ar"":""رَجُل"",""word_en"":""Rajul"",""root"":null,""root_ar"":null},{""word_ar"":""إِمرَءٌ-مَرْءٌ"",""word_en"":""Emra’on-Marr’on"",""root"":null,""root_ar"":null},{""word_ar"":""ذَكَرٌ"",""word_en"":""Thakarun"",""root"":null,""root_ar"":null}]",[],[],"[""4:34"",""2:102"",""6:143"",""4:176""]",رجل إمرء مرء ذكر,2026-02-12 06:00:33,
m22,Taste,مزا,"[""ذائقة"",""طعم"",""لذة""]","[{""word_ar"":""ذَائِقَة"",""word_en"":""Thaa’eqah"",""root"":null,""root_ar"":null},{""word_ar"":""طَعْم"",""word_en"":""Ta’am"",""root"":null,""root_ar"":null},{""word_ar"":""لَذَّة"",""word_en"":""Lath’thah"",""root"":null,""root_ar"":null}]",[],[],"[""2:185"",""47:15"",""4:4""]",ذائقة طعم لذة,2026-02-12 06:00:33,
m24,traveller,مسافر,"[""ابنالسبيل"",""عابريسبيل"",""مقوين"",""سيارة""]","[{""word_ar"":""اِبنُ السَبِيل"",""word_en"":""Ibnu Ussabeel"",""root"":null,""root_ar"":null},{""word_ar"":""عَابِرِي سَبِيل"",""word_en"":""Aaabiree Sabeel"",""root"":null,""root_ar"":null},{""word_ar"":""مُقْوِين"",""word_en"":""Muqween"",""root"":null,""root_ar"":null},{""word_ar"":""سَيَّارَة"",""word_en"":""Say’yaarah"",""root"":null,""root_ar"":null}]",[],[],"[""2:177"",""4:43"",""56:73"",""12:19""]",ابنالسبيل عابريسبيل مقوين سيارة,2026-02-12 06:00:33,
m25,To harness,مسخر کرنا,"[""سخر"",""ذلل"",""ذلول""]","[{""word_ar"":""سَخَّرَ"",""word_en"":""Sakh’khara"",""root"":null,""root_ar"":null},{""word_ar"":""ذَلَّلَ-ذَلُول"",""word_en"":""Thal’lala-Thalool"",""root"":null,""root_ar"":null}]",[],[],"[""43:13"",""36:72"",""67:15"",""2:71""]",سخر ذلل ذلول,2026-02-12 06:00:33,
m27,To be busy,مشغول ہونا -,"[""شغل"",""خاض"",""أفاض"",""سبح"",""محنة"",""مشقة""]","[{""word_ar"":""شَغَلَ"",""word_en"":""Shaghala"",""root"":null,""root_ar"":null},{""word_ar"":""خَاضَ"",""word_en"":""Khaada"",""root"":null,""root_ar"":null},{""word_ar"":""أَفَاضَ"",""word_en"":""Afaada"",""root"":null,""root_ar"":null},{""word_ar"":""سَبَحَ"",""word_en"":""Sabaha"",""root"":null,""root_ar"":null},{""word_ar"":""مِحْنَة"",""word_en"":""Mihnah"",""root"":null,""root_ar"":null},{""word_ar"":""مَشَقَّة"",""word_en"":""Mashaqqah"",""root"":null,""root_ar"":null}]",[],[],"[""48:11"",""9:69"",""6:68"",""2:199"",""10:61"",""36:40"",""73:7""]",شغل خاض أفاض سبح محنة مشقة,2026-02-12 06:00:33,
m28,To put in hardship,مشقت میں ڈالنا,"[""أعنت"",""اقتحم""]","[{""word_ar"":""أَعْنَتَ"",""word_en"":""A’anata"",""root"":null,""root_ar"":null},{""word_ar"":""اِقْتَحَمَ"",""word_en"":""Eq’tahama"",""root"":null,""root_ar"":null}]",[],[],"[""2:220"",""38:59""]",أعنت اقتحم,2026-02-12 06:00:33,
m3,Goods wealth,مال و دولت,"[""مال"",""دولة"",""رزق"",""خير"",""فيء"",""مغانم"",""أنفال""]","[{""word_ar"":""مَال"",""word_en"":""Maal"",""root"":null,""root_ar"":null},{""word_ar"":""دَوْلَة"",""word_en"":""Dawlah"",""root"":null,""root_ar"":null},{""word_ar"":""رِزْق"",""word_en"":""Rizzq"",""root"":null,""root_ar"":null},{""word_ar"":""خَيْر"",""word_en"":""Khayr"",""root"":null,""root_ar"":null},{""word_ar"":""فَيْء(أَفَاء)"",""word_en"":""Fay’ia(Afaa’a)"",""root"":null,""root_ar"":null},{""word_ar"":""مَغَانِم"",""word_en"":""Maghaanim"",""root"":null,""root_ar"":null},{""word_ar"":""أَنْفَال"",""word_en"":""An’faal"",""root"":null,""root_ar"":null}]",[],[],"[""57:20"",""59:7"",""51:22"",""4:8"",""2:215"",""100:8"",""8:28"",""8:69"",""4:94"",""8:1""]",مال دولة رزق خير فيء مغانم أنفال,2026-02-12 06:00:33,
m30,To make famous,مشہور کرنا,"[""شاع"",""أذاع"",""أرجف"",""أهل""]","[{""word_ar"":""شَاعَ"",""word_en"":""Shaa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""أّذَاعَ"",""word_en"":""Athaa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""أَرْجَفَ"",""word_en"":""Arrjafa"",""root"":null,""root_ar"":null},{""word_ar"":""أَهَلَّ"",""word_en"":""Ahalla"",""root"":null,""root_ar"":null}]",[],[],"[""24:19"",""4:83"",""33:60"",""2:173""]",شاع أذاع أرجف أهل,2026-02-12 06:00:33,
m31,"Strong, fixed",مضبوط,"[""ثابت"",""راسخ"",""متين"",""محكم"",""قيمة"",""وثقى""]","[{""word_ar"":""ثَابِت"",""word_en"":""Thaabit"",""root"":null,""root_ar"":null},{""word_ar"":""رَاسِخ"",""word_en"":""Raasikh"",""root"":null,""root_ar"":null},{""word_ar"":""مَتِين"",""word_en"":""Mateen"",""root"":null,""root_ar"":null},{""word_ar"":""مُحْكَم"",""word_en"":""Muhkam"",""root"":null,""root_ar"":null},{""word_ar"":""قَيِّمَة"",""word_en"":""Qayyimah"",""root"":null,""root_ar"":null},{""word_ar"":""وُثْقَى"",""word_en"":""Wuth’qaa"",""root"":null,""root_ar"":null}]",[],[],"[""14:24"",""3:7"",""68:45"",""4:5"",""98:2"",""2:256""]",ثابت راسخ متين محكم قيمة وثقى,2026-02-12 06:00:33,
m33,"To forgive, pardon",معاف کرنا  بخشنا درگزر کرنا,"[""عفا"",""أصفح"",""غفر"",""تصدق""]","[{""word_ar"":""عَفَا"",""word_en"":""Afaa"",""root"":null,""root_ar"":null},{""word_ar"":""أَصْفَحَ"",""word_en"":""Assfaha"",""root"":null,""root_ar"":null},{""word_ar"":""غَفَرَ"",""word_en"":""Ghafara"",""root"":null,""root_ar"":null},{""word_ar"":""تَصَدَّق"",""word_en"":""Tasaddaqa"",""root"":null,""root_ar"":null}]",[],[],"[""9:43"",""2:109"",""3:135"",""63:6"",""2:280"",""46:16"",""5:65"",""2:58""]",عفا أصفح غفر تصدق,2026-02-12 06:00:33,
m34,Deity,معبود,"[""تجاوز"",""كفر"",""حطة""]","[{""word_ar"":""تَجَاوَزَ"",""word_en"":""Tajaawaza"",""root"":null,""root_ar"":null},{""word_ar"":""كَفَّرَ"",""word_en"":""Kaff’fara"",""root"":null,""root_ar"":null},{""word_ar"":""حِطَّة"",""word_en"":""Hittah"",""root"":null,""root_ar"":null}]",[],[],"[""11:101"",""2:163"",""2:255"",""3:26""]",تجاوز كفر حطة,2026-02-12 06:00:33,
m35,Status and capacity,مقدور - حیثیت,"[""أله"",""الله""]","[{""word_ar"":""أِله"",""word_en"":""Elaah"",""root"":null,""root_ar"":null},{""word_ar"":""الله"",""word_en"":""Allaah"",""root"":null,""root_ar"":null}]",[],[],"[""65:6"",""65:7"",""13:26"",""2:236""]",أله الله,2026-02-12 06:00:33,
m36,"To appoint,",مقرر کرنا,"[""وجد"",""سعة"",""قدر""]","[{""word_ar"":""وُجْد"",""word_en"":""Wujd"",""root"":null,""root_ar"":null},{""word_ar"":""سَعَة"",""word_en"":""Sa’ah"",""root"":null,""root_ar"":null},{""word_ar"":""قَدَر"",""word_en"":""Qadarr"",""root"":null,""root_ar"":null}]",[],[],"[""2:236"",""6:89"",""6:128""]",وجد سعة قدر,2026-02-12 06:00:33,
m38,To meet,ملنا,"[""ذباب"",""نحل""]","[{""word_ar"":""ذُبَاب"",""word_en"":""Thubaab"",""root"":null,""root_ar"":null},{""word_ar"":""نَحْل"",""word_en"":""Nahl"",""root"":null,""root_ar"":null}]",[],[],"[""2:14"",""3:170"",""62:3"",""9:123"",""13:4"",""18:45"",""21:30"",""6:143""]",ذباب نحل,2026-02-12 06:00:33,
m39,"To join, mix, blend",ملانا,"[""لقي"",""لحق"",""ولى"",""أصنا"",""اختلط"",""تجاور"",""رتق"",""تحيز"",""اشتمل""]","[{""word_ar"":""لَقِيَ"",""word_en"":""Laqiya"",""root"":null,""root_ar"":null},{""word_ar"":""لَحَقَ"",""word_en"":""Lahaqa"",""root"":null,""root_ar"":null},{""word_ar"":""ولى "",""word_en"":""Wallaa"",""root"":null,""root_ar"":null},{""word_ar"":""أصْنَا"",""word_en"":""Assnaa"",""root"":null,""root_ar"":null},{""word_ar"":""اِخْتَلَطَ"",""word_en"":""Ekhtalata"",""root"":null,""root_ar"":null},{""word_ar"":""تَجَاوَرَ"",""word_en"":""Tajaawara"",""root"":null,""root_ar"":null},{""word_ar"":""رَتَقَ"",""word_en"":""Rataqa"",""root"":null,""root_ar"":null},{""word_ar"":""تَحَيَّزَ"",""word_en"":""Tahayyaza"",""root"":null,""root_ar"":null},{""word_ar"":""اِشْتَمَلَ"",""word_en"":""Eshtamala"",""root"":null,""root_ar"":null}]",[],[],"[""9:102"",""12:101"",""2:27"",""8:63"",""2:42"",""82:7"",""20:22"",""76:2"",""76:17"",""55:19"",""37:67"",""12:44""]",لقي لحق ولى أصنا اختلط تجاور رتق تحيز اشتمل,2026-02-12 06:00:33,
m44,"To stamp, to put a seal",مہر لگانا,"[""رحمان"",""رحيم"",""رؤوف"",""لطيف"",""حنان""]","[{""word_ar"":""رَحْمَان"",""word_en"":""Rah’maan"",""root"":null,""root_ar"":null},{""word_ar"":""رَحِيم"",""word_en"":""Raheem"",""root"":null,""root_ar"":null},{""word_ar"":""رَؤُوف"",""word_en"":""Raooff"",""root"":null,""root_ar"":null},{""word_ar"":""لَطِيف"",""word_en"":""Lateef"",""root"":null,""root_ar"":null},{""word_ar"":""حَنَان"",""word_en"":""Hanaan"",""root"":null,""root_ar"":null}]",[],[],"[""4:155"",""2:7""]",رحمان رحيم رؤوف لطيف حنان,2026-02-12 06:00:33,
m45,"To give time, reprieve",مہلت دینا,"[""طبع"",""ختم""]","[{""word_ar"":""طَبَعَ"",""word_en"":""Taba’aa"",""root"":null,""root_ar"":null},{""word_ar"":""خَتَمَ"",""word_en"":""Khatama"",""root"":null,""root_ar"":null}]",[],[],"[""86:17"",""19:46"",""7:183"",""2:280""]",طبع ختم,2026-02-12 06:00:33,
m47,Months,مہینے,"[""ضيف"",""وفد""]","[{""word_ar"":""ضَيْف"",""word_en"":""Dayf"",""root"":null,""root_ar"":null},{""word_ar"":""وَفْد"",""word_en"":""Wafd"",""root"":null,""root_ar"":null}]",[],[],"[""9:36"",""2:226""]",ضيف وفد,2026-02-12 06:00:33,
m5,Mother,ماں,"[""والدة"",""أم""]","[{""word_ar"":""وَالِدَة"",""word_en"":""Waalidah"",""root"":null,""root_ar"":null},{""word_ar"":""أُمْ"",""word_en"":""Umm"",""root"":null,""root_ar"":null}]",[],[],"[""2:233"",""28:7"",""13:39"",""6:92"",""33:6""]",والدة أم,2026-02-12 06:00:33,
m6,"To ask, beg",مانگنا,"[""طلب"",""سأل"",""إدع"",""حفا"",""إعتر""]","[{""word_ar"":""طَلَبَ"",""word_en"":""Talaba"",""root"":null,""root_ar"":null},{""word_ar"":""سَأَلَ"",""word_en"":""Sa’ala"",""root"":null,""root_ar"":null},{""word_ar"":""إِدَّعَ"",""word_en"":""Edda’aa"",""root"":null,""root_ar"":null},{""word_ar"":""حَفَا"",""word_en"":""Hafaa"",""root"":null,""root_ar"":null},{""word_ar"":""إِعْتَرَّ"",""word_en"":""E’etarra"",""root"":null,""root_ar"":null}]",[],[],"[""22:73"",""2:61"",""36:57"",""47:37"",""7:187"",""22:36""]",طلب سأل إدع حفا إعتر,2026-02-12 06:00:33,
m7,To erase,مٹانا,"[""طمس"",""محق"",""محا"",""نسخ""]","[{""word_ar"":""طَمَسَ"",""word_en"":""Tamasa"",""root"":null,""root_ar"":null},{""word_ar"":""مَحَقَ"",""word_en"":""Mahaqa"",""root"":null,""root_ar"":null},{""word_ar"":""مَحَا"",""word_en"":""Mahaa"",""root"":null,""root_ar"":null},{""word_ar"":""نَسَخَ"",""word_en"":""Nasakha"",""root"":null,""root_ar"":null}]",[],[],"[""4:47"",""77:8"",""2:276"",""13:39"",""22:52"",""2:106""]",طمس محق محا نسخ,2026-02-12 06:00:33,
m9,"To copulate, intercourse",مجامعت کرنا,"[""باشر"",""قضىوطرا"",""تغشى"",""رفث"",""مس"",""لمس"",""طمث""]","[{""word_ar"":""بَاشَرَ"",""word_en"":""Baashara"",""root"":null,""root_ar"":null},{""word_ar"":""قَضَى وَطْراً"",""word_en"":""Qadaa Watt’ran"",""root"":null,""root_ar"":null},{""word_ar"":""تَغَشَّى"",""word_en"":""Taghash’shaa"",""root"":null,""root_ar"":null},{""word_ar"":""رَفَثَ"",""word_en"":""Rafatha"",""root"":null,""root_ar"":null},{""word_ar"":""مَسَّ"",""word_en"":""Massa"",""root"":null,""root_ar"":null},{""word_ar"":""لَمَسَ"",""word_en"":""Lamasa"",""root"":null,""root_ar"":null},{""word_ar"":""طَمَثَ"",""word_en"":""Tamatha"",""root"":null,""root_ar"":null}]",[],[],"[""2:187"",""33:37"",""7:189"",""3:47"",""4:43"",""55:74"",""2:222""]",باشر قضىوطرا تغشى رفث مس لمس طمث,2026-02-12 06:00:33,
